Tanggal,Hari,Bulan,Tahun,Rayon,Weekend,Libur_Nasional,Jumlah Jukir,Total_Pendapatan
2023-08-11,Jumat,8,2023,2,0,0,82,1921000
2023-08-11,Jumat,8,2023,3,0,0,66,1903000
2023-08-11,Jumat,8,2023,4,0,0,122,1884000
2023-08-11,Jumat,8,2023,5,0,0,70,2008000
2023-08-12,Sabru,8,2023,1,0,0,80,950000
2023-08-12,Sabru,8,2023,2,0,0,82,1855000
2023-08-12,Sabru,8,2023,3,0,0,66,1884000
2023-08-12,Sabru,8,2023,4,0,0,122,1588000
2023-08-12,Sabru,8,2023,5,0,0,70,1972000
2023-08-13,Minggu,8,2023,1,1,0,80,220000
2023-08-13,Minggu,8,2023,2,1,0,82,650000
2023-08-13,Minggu,8,2023,3,1,0,66,150000
2023-08-13,Minggu,8,2023,4,1,0,122,857000
2023-08-13,Minggu,8,2023,5,1,0,70,167000
2023-08-14,Senin,8,2023,1,0,0,80,1300000
2023-08-14,Senin,8,2023,2,0,0,82,1901000
2023-08-14,Senin,8,2023,3,0,0,66,1910000
2023-08-14,Senin,8,2023,4,0,0,122,1998000
2023-08-14,Senin,8,2023,5,0,0,70,1972000
2023-08-15,Selasa,8,2023,1,0,0,80,1270000
2023-08-15,Selasa,8,2023,2,0,0,82,1950000
2023-08-15,Selasa,8,2023,3,0,0,66,1970000
2023-08-15,Selasa,8,2023,4,0,0,122,1903000
2023-08-15,Selasa,8,2023,5,0,0,70,1951000
2023-08-16,Rabu,8,2023,1,0,0,80,1250000
2023-08-16,Rabu,8,2023,2,0,0,82,1947000
2023-08-16,Rabu,8,2023,3,0,0,66,1862000
2023-08-16,Rabu,8,2023,4,0,0,122,1952000
2023-08-16,Rabu,8,2023,5,0,0,70,2036000
2023-08-17,Kamis,8,2023,1,0,0,80,150000
2023-08-17,Kamis,8,2023,2,0,0,82,387000
2023-08-17,Kamis,8,2023,3,0,0,66,1033000
2023-08-17,Kamis,8,2023,4,0,0,122,502000
2023-08-17,Kamis,8,2023,5,0,0,70,200000
2023-08-18,Jumat,8,2023,1,0,0,80,1250000
2023-08-18,Jumat,8,2023,2,0,0,82,1950000
2023-08-18,Jumat,8,2023,3,0,0,66,1879000
2023-08-18,Jumat,8,2023,4,0,0,122,1901000
2023-08-18,Jumat,8,2023,5,0,0,70,2037000
2023-08-19,Sabru,8,2023,1,0,0,80,900000
2023-08-19,Sabru,8,2023,2,0,0,82,1850000
2023-08-19,Sabru,8,2023,3,0,0,66,1923000
2023-08-19,Sabru,8,2023,4,0,0,122,1651000
2023-08-19,Sabru,8,2023,5,0,0,70,1975000
2023-08-20,Minggu,8,2023,1,1,0,80,200000
2023-08-20,Minggu,8,2023,2,1,0,82,602000
2023-08-20,Minggu,8,2023,3,1,0,66,204000
2023-08-20,Minggu,8,2023,4,1,0,122,846000
2023-08-20,Minggu,8,2023,5,1,0,70,166000
2023-08-21,Senin,8,2023,1,0,0,80,1280000
2023-08-21,Senin,8,2023,2,0,0,82,1923000
2023-08-21,Senin,8,2023,3,0,0,66,1863000
2023-08-21,Senin,8,2023,4,0,0,122,1925000
2023-08-21,Senin,8,2023,5,0,0,70,2004000
2023-08-22,Selasa,8,2023,1,0,0,80,1287000
2023-08-22,Selasa,8,2023,2,0,0,82,1923000
2023-08-22,Selasa,8,2023,3,0,0,66,1931000
2023-08-22,Selasa,8,2023,4,0,0,122,1892000
2023-08-22,Selasa,8,2023,5,0,0,70,2009000
2023-08-23,Rabu,8,2023,1,0,0,80,1290000
2023-08-23,Rabu,8,2023,2,0,0,82,1935000
2023-08-23,Rabu,8,2023,3,0,0,66,1860000
2023-08-23,Rabu,8,2023,4,0,0,122,1910000
2023-08-23,Rabu,8,2023,5,0,0,70,2034000
2023-08-24,Kamis,8,2023,1,0,0,80,1260000
2023-08-24,Kamis,8,2023,2,0,0,82,1936000
2023-08-24,Kamis,8,2023,3,0,0,66,1926000
2023-08-24,Kamis,8,2023,4,0,0,122,1904000
2023-08-24,Kamis,8,2023,5,0,0,70,2035000
2023-08-25,Jumat,8,2023,1,0,0,80,1227000
2023-08-25,Jumat,8,2023,2,0,0,82,1917000
2023-08-25,Jumat,8,2023,3,0,0,66,1932000
2023-08-25,Jumat,8,2023,4,0,0,122,1792000
2023-08-25,Jumat,8,2023,5,0,0,70,2013000
2023-08-26,Sabru,8,2023,1,0,0,80,850000
2023-08-26,Sabru,8,2023,2,0,0,82,1795000
2023-08-26,Sabru,8,2023,3,0,0,66,1826000
2023-08-26,Sabru,8,2023,4,0,0,122,1497000
2023-08-26,Sabru,8,2023,5,0,0,70,1972000
2023-08-27,Minggu,8,2023,1,1,0,80,200000
2023-08-27,Minggu,8,2023,2,1,0,82,670000
2023-08-27,Minggu,8,2023,3,1,0,66,150000
2023-08-27,Minggu,8,2023,4,1,0,122,819000
2023-08-27,Minggu,8,2023,5,1,0,70,173000
2023-08-28,Senin,8,2023,1,0,0,80,1107000
2023-08-28,Senin,8,2023,2,0,0,82,1926000
2023-08-28,Senin,8,2023,3,0,0,66,1860000
2023-08-28,Senin,8,2023,4,0,0,122,1912000
2023-08-28,Senin,8,2023,5,0,0,70,2023000
2023-08-29,Selasa,8,2023,1,0,0,80,1232000
2023-08-29,Selasa,8,2023,2,0,0,82,1890000
2023-08-29,Selasa,8,2023,3,0,0,66,1912000
2023-08-29,Selasa,8,2023,4,0,0,122,1792000
2023-08-29,Selasa,8,2023,5,0,0,70,1994000
2023-08-30,Rabu,8,2023,1,0,0,80,1223000
2023-08-30,Rabu,8,2023,2,0,0,82,1927000
2023-08-30,Rabu,8,2023,3,0,0,66,1876000
2023-08-30,Rabu,8,2023,4,0,0,122,1911000
2023-08-30,Rabu,8,2023,5,0,0,70,2045000
2023-08-31,Kamis,8,2023,1,0,0,80,1200000
2023-08-31,Kamis,8,2023,2,0,0,82,1945000
2023-08-31,Kamis,8,2023,3,0,0,66,1950000
2023-08-31,Kamis,8,2023,4,0,0,122,1907000
2023-08-31,Kamis,8,2023,5,0,0,70,2029000
2023-10-01,Minggu,10,2023,1,1,0,80,238000
2023-10-01,Minggu,10,2023,2,1,0,82,627000
2023-10-01,Minggu,10,2023,3,1,0,66,204000
2023-10-01,Minggu,10,2023,4,1,0,122,838000
2023-10-01,Minggu,10,2023,5,1,0,70,161000
2023-10-02,Senin,10,2023,1,0,0,80,1233000
2023-10-02,Senin,10,2023,2,0,0,82,1901000
2023-10-02,Senin,10,2023,3,0,0,66,1871000
2023-10-02,Senin,10,2023,4,0,0,122,1902000
2023-10-02,Senin,10,2023,5,0,0,70,2049000
2023-10-03,Selasa,10,2023,1,0,0,80,1208000
2023-10-03,Selasa,10,2023,2,0,0,82,1902000
2023-10-03,Selasa,10,2023,3,0,0,66,1945000
2023-10-03,Selasa,10,2023,4,0,0,122,1873000
2023-10-03,Selasa,10,2023,5,0,0,70,2008000
2023-10-04,Rabu,10,2023,1,0,0,80,1230000
2023-10-04,Rabu,10,2023,2,0,0,82,1900000
2023-10-04,Rabu,10,2023,3,0,0,66,1804000
2023-10-04,Rabu,10,2023,4,0,0,122,1880000
2023-10-04,Rabu,10,2023,5,0,0,70,2015000
2023-10-05,Kamis,10,2023,1,0,0,80,1222000
2023-10-05,Kamis,10,2023,2,0,0,82,1904000
2023-10-05,Kamis,10,2023,3,0,0,66,1924000
2023-10-05,Kamis,10,2023,4,0,0,122,1874000
2023-10-05,Kamis,10,2023,5,0,0,70,2001000
2023-10-06,Jumat,10,2023,1,0,0,80,1200000
2023-10-06,Jumat,10,2023,2,0,0,82,1907000
2023-10-06,Jumat,10,2023,3,0,0,66,1855000
2023-10-06,Jumat,10,2023,4,0,0,122,1809000
2023-10-06,Jumat,10,2023,5,0,0,70,2017000
2023-10-07,Sabru,10,2023,1,0,0,80,845000
2023-10-07,Sabru,10,2023,2,0,0,82,1793000
2023-10-07,Sabru,10,2023,3,0,0,66,1884000
2023-10-07,Sabru,10,2023,4,0,0,122,1478000
2023-10-07,Sabru,10,2023,5,0,0,70,1955000
2023-10-08,Minggu,10,2023,1,1,0,80,200000
2023-10-08,Minggu,10,2023,2,1,0,82,628000
2023-10-08,Minggu,10,2023,3,1,0,66,150000
2023-10-08,Minggu,10,2023,4,1,0,122,812000
2023-10-08,Minggu,10,2023,5,1,0,70,176000
2023-10-09,Senin,10,2023,1,0,0,80,1212000
2023-10-09,Senin,10,2023,2,0,0,82,1900000
2023-10-09,Senin,10,2023,3,0,0,66,1859000
2023-10-09,Senin,10,2023,4,0,0,122,1871000
2023-10-09,Senin,10,2023,5,0,0,70,2011000
2023-10-10,Selasa,10,2023,1,0,0,80,1186000
2023-10-10,Selasa,10,2023,2,0,0,82,1880000
2023-10-10,Selasa,10,2023,3,0,0,66,1929000
2023-10-10,Selasa,10,2023,4,0,0,122,1877000
2023-10-10,Selasa,10,2023,5,0,0,70,2000000
2023-10-11,Rabu,10,2023,1,0,0,80,1225000
2023-10-11,Rabu,10,2023,2,0,0,82,1880000
2023-10-11,Rabu,10,2023,3,0,0,66,1838000
2023-10-11,Rabu,10,2023,4,0,0,122,1878000
2023-10-11,Rabu,10,2023,5,0,0,70,2004000
2023-10-12,Kamis,10,2023,1,0,0,80,1180000
2023-10-12,Kamis,10,2023,2,0,0,82,1875000
2023-10-12,Kamis,10,2023,3,0,0,66,1918000
2023-10-12,Kamis,10,2023,4,0,0,122,1880000
2023-10-12,Kamis,10,2023,5,0,0,70,1989000
2023-10-13,Jumat,10,2023,1,0,0,80,1200000
2023-10-13,Jumat,10,2023,2,0,0,82,1900000
2023-10-13,Jumat,10,2023,3,0,0,66,1417000
2023-10-13,Jumat,10,2023,4,0,0,122,1700000
2023-10-13,Jumat,10,2023,5,0,0,70,1950000
2023-10-14,Sabru,10,2023,1,0,0,80,930000
2023-10-14,Sabru,10,2023,2,0,0,82,1804000
2023-10-14,Sabru,10,2023,3,0,0,66,1936000
2023-10-14,Sabru,10,2023,4,0,0,122,1500000
2023-10-14,Sabru,10,2023,5,0,0,70,2027000
2023-10-15,Minggu,10,2023,1,1,0,80,225000
2023-10-15,Minggu,10,2023,2,1,0,82,630000
2023-10-15,Minggu,10,2023,3,1,0,66,204000
2023-10-15,Minggu,10,2023,4,1,0,122,827000
2023-10-15,Minggu,10,2023,5,1,0,70,166000
2023-10-16,Senin,10,2023,1,0,0,80,1224000
2023-10-16,Senin,10,2023,2,0,0,82,1879000
2023-10-16,Senin,10,2023,3,0,0,66,1856000
2023-10-16,Senin,10,2023,4,0,0,122,1887000
2023-10-16,Senin,10,2023,5,0,0,70,1989000
2023-10-17,Selasa,10,2023,1,0,0,80,1221000
2023-10-17,Selasa,10,2023,2,0,0,82,1879000
2023-10-17,Selasa,10,2023,3,0,0,66,1925000
2023-10-17,Selasa,10,2023,4,0,0,122,1883000
2023-10-17,Selasa,10,2023,5,0,0,70,1983000
2023-10-18,Rabu,10,2023,1,0,0,80,1215000
2023-10-18,Rabu,10,2023,2,0,0,82,1856000
2023-10-18,Rabu,10,2023,3,0,0,66,1782000
2023-10-18,Rabu,10,2023,4,0,0,122,1905000
2023-10-18,Rabu,10,2023,5,0,0,70,2030000
2023-10-19,Kamis,10,2023,1,0,0,80,1193000
2023-10-19,Kamis,10,2023,2,0,0,82,1879000
2023-10-19,Kamis,10,2023,3,0,0,66,1926000
2023-10-19,Kamis,10,2023,4,0,0,122,1875000
2023-10-19,Kamis,10,2023,5,0,0,70,2010000
2023-10-20,Jumat,10,2023,1,0,0,80,1200000
2023-10-20,Jumat,10,2023,2,0,0,82,1915000
2023-10-20,Jumat,10,2023,3,0,0,66,1825000
2023-10-20,Jumat,10,2023,4,0,0,122,1807000
2023-10-20,Jumat,10,2023,5,0,0,70,2011000
2023-10-21,Sabru,10,2023,1,0,0,80,860000
2023-10-21,Sabru,10,2023,2,0,0,82,1791000
2023-10-21,Sabru,10,2023,3,0,0,66,1894000
2023-10-21,Sabru,10,2023,4,0,0,122,1504000
2023-10-21,Sabru,10,2023,5,0,0,70,1956000
2023-10-22,Minggu,10,2023,1,1,0,80,200000
2023-10-22,Minggu,10,2023,2,1,0,82,602000
2023-10-22,Minggu,10,2023,3,1,0,66,150000
2023-10-22,Minggu,10,2023,4,1,0,122,791000
2023-10-22,Minggu,10,2023,5,1,0,70,169000
2023-10-23,Senin,10,2023,1,0,0,80,1241000
2023-10-23,Senin,10,2023,2,0,0,82,1920000
2023-10-23,Senin,10,2023,3,0,0,66,1783000
2023-10-23,Senin,10,2023,4,0,0,122,1855000
2023-10-23,Senin,10,2023,5,0,0,70,2006000
2023-10-24,Selasa,10,2023,1,0,0,80,1210000
2023-10-24,Selasa,10,2023,2,0,0,82,1902000
2023-10-24,Selasa,10,2023,3,0,0,66,1934000
2023-10-24,Selasa,10,2023,4,0,0,122,1801000
2023-10-24,Selasa,10,2023,5,0,0,70,2000000
2023-10-25,Rabu,10,2023,1,0,0,80,1215000
2023-10-25,Rabu,10,2023,2,0,0,82,1875000
2023-10-25,Rabu,10,2023,3,0,0,66,1893000
2023-10-25,Rabu,10,2023,4,0,0,122,1830000
2023-10-25,Rabu,10,2023,5,0,0,70,2008000
2023-10-26,Kamis,10,2023,1,0,0,80,1222000
2023-10-26,Kamis,10,2023,2,0,0,82,1917000
2023-10-26,Kamis,10,2023,3,0,0,66,1950000
2023-10-26,Kamis,10,2023,4,0,0,122,1823000
2023-10-26,Kamis,10,2023,5,0,0,70,1981000
2023-10-27,Jumat,10,2023,1,0,0,80,1200000
2023-10-27,Jumat,10,2023,2,0,0,82,1911000
2023-10-27,Jumat,10,2023,3,0,0,66,1830000
2023-10-27,Jumat,10,2023,4,0,0,122,1804000
2023-10-27,Jumat,10,2023,5,0,0,70,2017000
2023-10-28,Sabru,10,2023,1,0,0,80,867000
2023-10-28,Sabru,10,2023,2,0,0,82,1795000
2023-10-28,Sabru,10,2023,3,0,0,66,1891000
2023-10-28,Sabru,10,2023,4,0,0,122,1460000
2023-10-28,Sabru,10,2023,5,0,0,70,1946000
2023-10-29,Minggu,10,2023,1,1,0,80,190000
2023-10-29,Minggu,10,2023,2,1,0,82,592000
2023-10-29,Minggu,10,2023,3,1,0,66,184000
2023-10-29,Minggu,10,2023,4,1,0,122,802000
2023-10-29,Minggu,10,2023,5,1,0,70,160000
2023-10-30,Senin,10,2023,1,0,0,80,1244000
2023-10-30,Senin,10,2023,2,0,0,82,1917000
2023-10-30,Senin,10,2023,3,0,0,66,1880000
2023-10-30,Senin,10,2023,4,0,0,122,1840000
2023-10-30,Senin,10,2023,5,0,0,70,2020000
2023-10-31,Selasa,10,2023,1,0,0,80,1214000
2023-10-31,Selasa,10,2023,2,0,0,82,1885000
2023-10-31,Selasa,10,2023,3,0,0,66,1912000
2023-10-31,Selasa,10,2023,4,0,0,122,1822000
2023-10-31,Selasa,10,2023,5,0,0,70,1994000
2024-01-01,Senin,1,2024,1,0,0,80,120000
2024-01-01,Senin,1,2024,2,0,0,82,571000
2024-01-01,Senin,1,2024,3,0,0,66,1065000
2024-01-01,Senin,1,2024,4,0,0,122,300000
2024-01-01,Senin,1,2024,5,0,0,70,184000
2024-01-02,Selasa,1,2024,1,0,0,80,1075000
2024-01-02,Selasa,1,2024,2,0,0,82,1800000
2024-01-02,Selasa,1,2024,3,0,0,66,1955000
2024-01-02,Selasa,1,2024,4,0,0,122,1638000
2024-01-02,Selasa,1,2024,5,0,0,70,1802000
2024-01-03,Rabu,1,2024,1,0,0,80,1235000
2024-01-03,Rabu,1,2024,2,0,0,82,1830000
2024-01-03,Rabu,1,2024,3,0,0,66,1880000
2024-01-03,Rabu,1,2024,4,0,0,122,1765000
2024-01-03,Rabu,1,2024,5,0,0,70,2000000
2024-01-04,Kamis,1,2024,1,0,0,80,1235000
2024-01-04,Kamis,1,2024,2,0,0,82,1855000
2024-01-04,Kamis,1,2024,3,0,0,66,1958000
2024-01-04,Kamis,1,2024,4,0,0,122,1725000
2024-01-04,Kamis,1,2024,5,0,0,70,2010000
2024-01-05,Jumat,1,2024,1,0,0,80,1200000
2024-01-05,Jumat,1,2024,2,0,0,82,1860000
2024-01-05,Jumat,1,2024,3,0,0,66,1909000
2024-01-05,Jumat,1,2024,4,0,0,122,1709000
2024-01-05,Jumat,1,2024,5,0,0,70,2029000
2024-01-06,Sabtu,1,2024,1,1,0,80,760000
2024-01-06,Sabtu,1,2024,2,1,0,82,1781000
2024-01-06,Sabtu,1,2024,3,1,0,66,1911000
2024-01-06,Sabtu,1,2024,4,1,0,122,1460000
2024-01-06,Sabtu,1,2024,5,1,0,70,1964000
2024-01-07,Minggu,1,2024,1,1,0,80,198000
2024-01-07,Minggu,1,2024,2,1,0,82,606000
2024-01-07,Minggu,1,2024,3,1,0,66,204000
2024-01-07,Minggu,1,2024,4,1,0,122,838000
2024-01-07,Minggu,1,2024,5,1,0,70,172000
2024-01-08,Senin,1,2024,1,0,0,80,1234000
2024-01-08,Senin,1,2024,2,0,0,82,1900000
2024-01-08,Senin,1,2024,3,0,0,66,1906000
2024-01-08,Senin,1,2024,4,0,0,122,1867000
2024-01-08,Senin,1,2024,5,0,0,70,1972000
2024-01-09,Selasa,1,2024,1,0,0,80,1005000
2024-01-09,Selasa,1,2024,2,0,0,82,1809000
2024-01-09,Selasa,1,2024,3,0,0,66,1946000
2024-01-09,Selasa,1,2024,4,0,0,122,1701000
2024-01-09,Selasa,1,2024,5,0,0,70,1968000
2024-01-10,Rabu,1,2024,1,0,0,80,1088000
2024-01-10,Rabu,1,2024,2,0,0,82,1809000
2024-01-10,Rabu,1,2024,3,0,0,66,1901000
2024-01-10,Rabu,1,2024,4,0,0,122,1766000
2024-01-10,Rabu,1,2024,5,0,0,70,2027000
2024-01-11,Kamis,1,2024,1,0,0,80,1174000
2024-01-11,Kamis,1,2024,2,0,0,82,1704000
2024-01-11,Kamis,1,2024,3,0,0,66,1910000
2024-01-11,Kamis,1,2024,4,0,0,122,1700000
2024-01-11,Kamis,1,2024,5,0,0,70,1954000
2024-01-12,Jumat,1,2024,1,0,0,80,1180000
2024-01-12,Jumat,1,2024,2,0,0,82,1883000
2024-01-12,Jumat,1,2024,3,0,0,66,1889000
2024-01-12,Jumat,1,2024,4,0,0,122,1752000
2024-01-12,Jumat,1,2024,5,0,0,70,2011000
2024-01-13,Sabtu,1,2024,1,1,0,80,860000
2024-01-13,Sabtu,1,2024,2,1,0,82,1780000
2024-01-13,Sabtu,1,2024,3,1,0,66,1864000
2024-01-13,Sabtu,1,2024,4,1,0,122,1567000
2024-01-13,Sabtu,1,2024,5,1,0,70,1870000
2024-01-14,Minggu,1,2024,1,1,0,80,148000
2024-01-14,Minggu,1,2024,2,1,0,82,627000
2024-01-14,Minggu,1,2024,3,1,0,66,150000
2024-01-14,Minggu,1,2024,4,1,0,122,804000
2024-01-14,Minggu,1,2024,5,1,0,70,262000
2024-01-15,Senin,1,2024,1,0,0,80,1234000
2024-01-15,Senin,1,2024,2,0,0,82,1910000
2024-01-15,Senin,1,2024,3,0,0,66,1908000
2024-01-15,Senin,1,2024,4,0,0,122,1815000
2024-01-15,Senin,1,2024,5,0,0,70,2022000
2024-01-16,Selasa,1,2024,1,0,0,80,1068000
2024-01-16,Selasa,1,2024,2,0,0,82,1828000
2024-01-16,Selasa,1,2024,3,0,0,66,1944000
2024-01-16,Selasa,1,2024,4,0,0,122,1692000
2024-01-16,Selasa,1,2024,5,0,0,70,1919000
2024-01-17,Rabu,1,2024,1,0,0,80,1101000
2024-01-17,Rabu,1,2024,2,0,0,82,1906000
2024-01-17,Rabu,1,2024,3,0,0,66,1903000
2024-01-17,Rabu,1,2024,4,0,0,122,1804000
2024-01-17,Rabu,1,2024,5,0,0,70,1918000
2024-01-18,Kamis,1,2024,1,0,0,80,1174000
2024-01-18,Kamis,1,2024,2,0,0,82,1899000
2024-01-18,Kamis,1,2024,3,0,0,66,1939000
2024-01-18,Kamis,1,2024,4,0,0,122,1805000
2024-01-18,Kamis,1,2024,5,0,0,70,2002000
2024-01-19,Jumat,1,2024,1,0,0,80,1141000
2024-01-19,Jumat,1,2024,2,0,0,82,1899000
2024-01-19,Jumat,1,2024,3,0,0,66,1917000
2024-01-19,Jumat,1,2024,4,0,0,122,1780000
2024-01-19,Jumat,1,2024,5,0,0,70,1983000
2024-01-20,Sabtu,1,2024,1,1,0,80,875000
2024-01-20,Sabtu,1,2024,2,1,0,82,1785000
2024-01-20,Sabtu,1,2024,3,1,0,66,1864000
2024-01-20,Sabtu,1,2024,4,1,0,122,1487000
2024-01-20,Sabtu,1,2024,5,1,0,70,1967000
2024-01-21,Minggu,1,2024,1,1,0,80,207000
2024-01-21,Minggu,1,2024,2,1,0,82,647000
2024-01-21,Minggu,1,2024,3,1,0,66,204000
2024-01-21,Minggu,1,2024,4,1,0,122,828000
2024-01-21,Minggu,1,2024,5,1,0,70,176000
2024-01-22,Senin,1,2024,1,0,0,80,1128000
2024-01-22,Senin,1,2024,2,0,0,82,1902000
2024-01-22,Senin,1,2024,3,0,0,66,1903000
2024-01-22,Senin,1,2024,4,0,0,122,1541000
2024-01-22,Senin,1,2024,5,0,0,70,1990000
2024-01-23,Selasa,1,2024,1,0,0,80,1077000
2024-01-23,Selasa,1,2024,2,0,0,82,1900000
2024-01-23,Selasa,1,2024,3,0,0,66,1959000
2024-01-23,Selasa,1,2024,4,0,0,122,1805000
2024-01-23,Selasa,1,2024,5,0,0,70,2000000
2024-01-24,Rabu,1,2024,1,0,0,80,1134000
2024-01-24,Rabu,1,2024,2,0,0,82,1755000
2024-01-24,Rabu,1,2024,3,0,0,66,1928000
2024-01-24,Rabu,1,2024,4,0,0,122,1524000
2024-01-24,Rabu,1,2024,5,0,0,70,1941000
2024-01-25,Kamis,1,2024,1,0,0,80,1112000
2024-01-25,Kamis,1,2024,2,0,0,82,1610000
2024-01-25,Kamis,1,2024,3,0,0,66,1883000
2024-01-25,Kamis,1,2024,4,0,0,122,1457000
2024-01-25,Kamis,1,2024,5,0,0,70,1941000
2024-01-26,Jumat,1,2024,1,0,0,80,1057000
2024-01-26,Jumat,1,2024,2,0,0,82,1904000
2024-01-26,Jumat,1,2024,3,0,0,66,1941000
2024-01-26,Jumat,1,2024,4,0,0,122,1692000
2024-01-26,Jumat,1,2024,5,0,0,70,2004000
2024-01-27,Sabtu,1,2024,1,1,0,80,819000
2024-01-27,Sabtu,1,2024,2,1,0,82,1814000
2024-01-27,Sabtu,1,2024,3,1,0,66,1942000
2024-01-27,Sabtu,1,2024,4,1,0,122,1492000
2024-01-27,Sabtu,1,2024,5,1,0,70,2001000
2024-01-28,Minggu,1,2024,1,1,0,80,110000
2024-01-28,Minggu,1,2024,2,1,0,82,646000
2024-01-28,Minggu,1,2024,3,1,0,66,204000
2024-01-28,Minggu,1,2024,4,1,0,122,794000
2024-01-28,Minggu,1,2024,5,1,0,70,162000
2024-01-29,Senin,1,2024,1,0,0,80,1120000
2024-01-29,Senin,1,2024,2,0,0,82,1903000
2024-01-29,Senin,1,2024,3,0,0,66,1961000
2024-01-29,Senin,1,2024,4,0,0,122,1820000
2024-01-29,Senin,1,2024,5,0,0,70,2026000
2024-01-30,Selasa,1,2024,1,0,0,80,1090000
2024-01-30,Selasa,1,2024,2,0,0,82,1900000
2024-01-30,Selasa,1,2024,3,0,0,66,1962000
2024-01-30,Selasa,1,2024,4,0,0,122,1802000
2024-01-30,Selasa,1,2024,5,0,0,70,2011000
2024-01-31,Rabu,1,2024,1,0,0,80,1072000
2024-01-31,Rabu,1,2024,2,0,0,82,1803000
2024-01-31,Rabu,1,2024,3,0,0,66,1960000
2024-01-31,Rabu,1,2024,4,0,0,122,1605000
2024-01-31,Rabu,1,2024,5,0,0,70,1983000
2024-02-01,Kamis,2,2024,1,0,0,80,1010000
2024-02-01,Kamis,2,2024,2,0,0,82,1706000
2024-02-01,Kamis,2,2024,3,0,0,66,1950000
2024-02-01,Kamis,2,2024,4,0,0,122,1509000
2024-02-01,Kamis,2,2024,5,0,0,70,1844000
2024-02-02,Jumat,2,2024,1,0,0,80,1126000
2024-02-02,Jumat,2,2024,2,0,0,82,1924000
2024-02-02,Jumat,2,2024,3,0,0,66,1905000
2024-02-02,Jumat,2,2024,4,0,0,122,1781000
2024-02-02,Jumat,2,2024,5,0,0,70,2045000
2024-02-03,Sabtu,2,2024,1,1,0,80,821000
2024-02-03,Sabtu,2,2024,2,1,0,82,1690000
2024-02-03,Sabtu,2,2024,3,1,0,66,1784000
2024-02-03,Sabtu,2,2024,4,1,0,122,1411000
2024-02-03,Sabtu,2,2024,5,1,0,70,1810000
2024-02-04,Minggu,2,2024,1,1,0,80,204000
2024-02-04,Minggu,2,2024,2,1,0,82,577000
2024-02-04,Minggu,2,2024,3,1,0,66,204000
2024-02-04,Minggu,2,2024,4,1,0,122,749000
2024-02-04,Minggu,2,2024,5,1,0,70,176000
2024-02-05,Senin,2,2024,1,0,0,80,1086000
2024-02-05,Senin,2,2024,2,0,0,82,1906000
2024-02-05,Senin,2,2024,3,0,0,66,1903000
2024-02-05,Senin,2,2024,4,0,0,122,1431000
2024-02-05,Senin,2,2024,5,0,0,70,2010000
2024-02-06,Selasa,2,2024,1,0,0,80,1150000
2024-02-06,Selasa,2,2024,2,0,0,82,1900000
2024-02-06,Selasa,2,2024,3,0,0,66,1954000
2024-02-06,Selasa,2,2024,4,0,0,122,1749000
2024-02-06,Selasa,2,2024,5,0,0,70,2014000
2024-02-07,Rabu,2,2024,1,0,0,80,829000
2024-02-07,Rabu,2,2024,2,0,0,82,1810000
2024-02-07,Rabu,2,2024,3,0,0,66,1903000
2024-02-07,Rabu,2,2024,4,0,0,122,1414000
2024-02-07,Rabu,2,2024,5,0,0,70,1986000
2024-02-08,Kamis,2,2024,1,0,0,80,232000
2024-02-08,Kamis,2,2024,2,0,0,82,1162000
2024-02-08,Kamis,2,2024,3,0,0,66,1789000
2024-02-08,Kamis,2,2024,4,0,0,122,727000
2024-02-08,Kamis,2,2024,5,0,0,70,900000
2024-02-09,Jumat,2,2024,1,0,0,80,676000
2024-02-09,Jumat,2,2024,2,0,0,82,1760000
2024-02-09,Jumat,2,2024,3,0,0,66,1618000
2024-02-09,Jumat,2,2024,4,0,0,122,1022000
2024-02-09,Jumat,2,2024,5,0,0,70,1955000
2024-02-10,Sabtu,2,2024,1,1,0,80,270000
2024-02-10,Sabtu,2,2024,2,1,0,82,910000
2024-02-10,Sabtu,2,2024,3,1,0,66,1383000
2024-02-10,Sabtu,2,2024,4,1,0,122,611000
2024-02-10,Sabtu,2,2024,5,1,0,70,401000
2024-02-11,Minggu,2,2024,1,1,0,80,151000
2024-02-11,Minggu,2,2024,2,1,0,82,603000
2024-02-11,Minggu,2,2024,3,1,0,66,140000
2024-02-11,Minggu,2,2024,4,1,0,122,696000
2024-02-11,Minggu,2,2024,5,1,0,70,160000
2024-02-12,Senin,2,2024,1,0,0,80,1092000
2024-02-12,Senin,2,2024,2,0,0,82,1905000
2024-02-12,Senin,2,2024,3,0,0,66,1900000
2024-02-12,Senin,2,2024,4,0,0,122,1720000
2024-02-12,Senin,2,2024,5,0,0,70,2025000
2024-02-13,Selasa,2,2024,1,0,0,80,1031000
2024-02-13,Selasa,2,2024,2,0,0,82,1795000
2024-02-13,Selasa,2,2024,3,0,0,66,1906000
2024-02-13,Selasa,2,2024,4,0,0,122,1534000
2024-02-13,Selasa,2,2024,5,0,0,70,1963000
2024-02-14,Rabu,2,2024,1,0,0,80,40000
2024-02-14,Rabu,2,2024,2,0,0,82,382000
2024-02-14,Rabu,2,2024,3,0,0,66,180000
2024-02-14,Rabu,2,2024,4,0,0,122,104000
2024-02-14,Rabu,2,2024,5,0,0,70,110000
2024-02-15,Kamis,2,2024,1,0,0,80,1030000
