Tanggal,Hari,Bulan,Tahun,Rayon,Weekend,Libur_Nasional,Jumlah Jukir,Total_Pendapatan
2023-05-05,Jumat,5,2023,3,0,0,66,1717000
2023-05-05,Jumat,5,2023,4,0,0,122,1696000
2023-05-05,Jumat,5,2023,5,0,0,70,1921000
2023-05-06,Sabtu,5,2023,1,1,0,80,1001000
2023-05-06,Sabtu,5,2023,2,1,0,82,1661000
2023-05-06,Sabtu,5,2023,3,1,0,66,1713000
2023-05-06,Sabtu,5,2023,4,1,0,122,1362000
2023-05-06,Sabtu,5,2023,5,1,0,70,1863000
2023-05-07,Minggu,5,2023,1,1,0,80,251000
2023-05-07,Minggu,5,2023,2,1,0,82,598000
2023-05-07,Minggu,5,2023,3,1,0,66,150000
2023-05-07,Minggu,5,2023,4,1,0,122,837000
2023-05-07,Minggu,5,2023,5,1,0,70,181000
2023-05-08,Senin,5,2023,1,0,0,80,1033000
2023-05-08,Senin,5,2023,2,0,0,82,1724000
2023-05-08,Senin,5,2023,3,0,0,66,1674000
2023-05-08,Senin,5,2023,4,0,0,122,1888000
2023-05-08,Senin,5,2023,5,0,0,70,1918000
2023-05-09,Selasa,5,2023,1,0,0,80,890000
2023-05-09,Selasa,5,2023,2,0,0,82,1752000
2023-05-09,Selasa,5,2023,3,0,0,66,1771000
2023-05-09,Selasa,5,2023,4,0,0,122,1849000
2023-05-09,Selasa,5,2023,5,0,0,70,1909000
2023-05-10,Rabu,5,2023,1,0,0,80,1231000
2023-05-10,Rabu,5,2023,2,0,0,82,1694000
2023-05-10,Rabu,5,2023,3,0,0,66,1702000
2023-05-10,Rabu,5,2023,4,0,0,122,1745000
2023-05-10,Rabu,5,2023,5,0,0,70,1884000
2023-05-11,Kamis,5,2023,1,0,0,80,1190000
2023-05-11,Kamis,5,2023,2,0,0,82,1720000
2023-05-11,Kamis,5,2023,3,0,0,66,1702000
2023-05-11,Kamis,5,2023,4,0,0,122,1749000
2023-05-11,Kamis,5,2023,5,0,0,70,1881000
2023-05-12,Jumat,5,2023,1,0,0,80,1160000
2023-05-12,Jumat,5,2023,2,0,0,82,1710000
2023-05-12,Jumat,5,2023,3,0,0,66,1701000
2023-05-12,Jumat,5,2023,4,0,0,122,1761000
2023-05-12,Jumat,5,2023,5,0,0,70,1911000
2023-05-13,Sabtu,5,2023,1,1,0,80,814000
2023-05-13,Sabtu,5,2023,2,1,0,82,1660000
2023-05-13,Sabtu,5,2023,3,1,0,66,1725000
2023-05-13,Sabtu,5,2023,4,1,0,122,1475000
2023-05-13,Sabtu,5,2023,5,1,0,70,1887000
2023-05-14,Minggu,5,2023,1,1,0,80,150000
2023-05-14,Minggu,5,2023,2,1,0,82,614000
2023-05-14,Minggu,5,2023,3,1,0,66,204000
2023-05-14,Minggu,5,2023,4,1,0,122,877000
2023-05-14,Minggu,5,2023,5,1,0,70,166000
2023-05-15,Senin,5,2023,1,0,0,80,1166000
2023-05-15,Senin,5,2023,2,0,0,82,1711000
2023-05-15,Senin,5,2023,3,0,0,66,1720000
2023-05-15,Senin,5,2023,4,0,0,122,1831000
2023-05-15,Senin,5,2023,5,0,0,70,1904000
2023-05-16,Selasa,5,2023,1,0,0,80,1124000
2023-05-16,Selasa,5,2023,2,0,0,82,1724000
2023-05-16,Selasa,5,2023,3,0,0,66,1718000
2023-05-16,Selasa,5,2023,4,0,0,122,1878000
2023-05-16,Selasa,5,2023,5,0,0,70,1915000
2023-05-17,Rabu,5,2023,1,0,0,80,1090000
2023-05-17,Rabu,5,2023,2,0,0,82,1730000
2023-05-17,Rabu,5,2023,3,0,0,66,1705000
2023-05-17,Rabu,5,2023,4,0,0,122,1878000
2023-05-17,Rabu,5,2023,5,0,0,70,1924000
2023-05-18,Kamis,5,2023,1,0,0,80,834000
2023-05-18,Kamis,5,2023,2,0,0,82,1084000
2023-05-18,Kamis,5,2023,3,0,0,66,1568000
2023-05-18,Kamis,5,2023,4,0,0,122,1039000
2023-05-18,Kamis,5,2023,5,0,0,70,1144000
2023-05-19,Jumat,5,2023,1,0,0,80,1180000
2023-05-19,Jumat,5,2023,2,0,0,82,1730000
2023-05-19,Jumat,5,2023,3,0,0,66,1736000
2023-05-19,Jumat,5,2023,4,0,0,122,1681000
2023-05-19,Jumat,5,2023,5,0,0,70,1948000
2023-05-20,Sabtu,5,2023,1,1,0,80,830000
2023-05-20,Sabtu,5,2023,2,1,0,82,1735000
2023-05-20,Sabtu,5,2023,3,1,0,66,1774000
2023-05-20,Sabtu,5,2023,4,1,0,122,1387000
2023-05-20,Sabtu,5,2023,5,1,0,70,1932000
2023-05-21,Minggu,5,2023,1,1,0,80,150000
2023-05-21,Minggu,5,2023,2,1,0,82,620000
2023-05-21,Minggu,5,2023,3,1,0,66,150000
2023-05-21,Minggu,5,2023,4,1,0,122,845000
2023-05-21,Minggu,5,2023,5,1,0,70,166000
2023-05-22,Senin,5,2023,1,0,0,80,1162000
2023-05-22,Senin,5,2023,2,0,0,82,1710000
2023-05-22,Senin,5,2023,3,0,0,66,1757000
2023-05-22,Senin,5,2023,4,0,0,122,1860000
2023-05-22,Senin,5,2023,5,0,0,70,1939000
2023-05-23,Selasa,5,2023,1,0,0,80,1105000
2023-05-23,Selasa,5,2023,2,0,0,82,1727000
2023-05-23,Selasa,5,2023,3,0,0,66,1775000
2023-05-23,Selasa,5,2023,4,0,0,122,1910000
2023-05-23,Selasa,5,2023,5,0,0,70,1930000
2023-05-24,Rabu,5,2023,1,0,0,80,1109000
2023-05-24,Rabu,5,2023,2,0,0,82,1731000
2023-05-24,Rabu,5,2023,3,0,0,66,1750000
2023-05-24,Rabu,5,2023,4,0,0,122,1888000
2023-05-24,Rabu,5,2023,5,0,0,70,1964000
2023-05-25,Kamis,5,2023,1,0,0,80,1166000
2023-05-25,Kamis,5,2023,2,0,0,82,1755000
2023-05-25,Kamis,5,2023,3,0,0,66,1813000
2023-05-25,Kamis,5,2023,4,0,0,122,1839000
2023-05-25,Kamis,5,2023,5,0,0,70,1910000
2023-05-26,Jumat,5,2023,1,0,0,80,1180000
2023-05-26,Jumat,5,2023,2,0,0,82,1734000
2023-05-26,Jumat,5,2023,3,0,0,66,1788000
2023-05-26,Jumat,5,2023,4,0,0,122,1784000
2023-05-26,Jumat,5,2023,5,0,0,70,1955000
2023-05-27,Sabtu,5,2023,1,1,0,80,1100000
2023-05-27,Sabtu,5,2023,2,1,0,82,1720000
2023-05-27,Sabtu,5,2023,3,1,0,66,1785000
2023-05-27,Sabtu,5,2023,4,1,0,122,1421000
2023-05-27,Sabtu,5,2023,5,1,0,70,1900000
2023-05-28,Minggu,5,2023,1,1,0,80,206000
2023-05-28,Minggu,5,2023,2,1,0,82,600000
2023-05-28,Minggu,5,2023,3,1,0,66,194000
2023-05-28,Minggu,5,2023,4,1,0,122,882000
2023-05-28,Minggu,5,2023,5,1,0,70,166000
2023-05-29,Senin,5,2023,1,0,0,80,1146000
2023-05-29,Senin,5,2023,2,0,0,82,1737000
2023-05-29,Senin,5,2023,3,0,0,66,1766000
2023-05-29,Senin,5,2023,4,0,0,122,1857000
2023-05-29,Senin,5,2023,5,0,0,70,1937000
2023-05-30,Selasa,5,2023,1,0,0,80,1155000
2023-05-30,Selasa,5,2023,2,0,0,82,1751000
2023-05-30,Selasa,5,2023,3,0,0,66,1816000
2023-05-30,Selasa,5,2023,4,0,0,122,1823000
2023-05-30,Selasa,5,2023,5,0,0,70,1907000
2023-05-31,Rabu,5,2023,1,0,0,80,1084000
2023-05-31,Rabu,5,2023,2,0,0,82,1751000
2023-05-31,Rabu,5,2023,3,0,0,66,1810000
2023-05-31,Rabu,5,2023,4,0,0,122,1816000
2023-05-31,Rabu,5,2023,5,0,0,70,1971000
2023-06-01,Kamis,6,2023,1,0,0,80,760000
2023-06-01,Kamis,6,2023,2,0,0,82,1162000
2023-06-01,Kamis,6,2023,3,0,0,66,1552000
2023-06-01,Kamis,6,2023,4,0,0,122,969000
2023-06-01,Kamis,6,2023,5,0,0,70,970000
2023-06-02,Jumat,6,2023,1,0,0,80,1000000
2023-06-02,Jumat,6,2023,2,0,0,82,1674000
2023-06-02,Jumat,6,2023,3,0,0,66,1519000
2023-06-02,Jumat,6,2023,4,0,0,122,1399000
2023-06-02,Jumat,6,2023,5,0,0,70,1904000
2023-06-03,Sabtu,6,2023,1,1,0,80,820000
2023-06-03,Sabtu,6,2023,2,1,0,82,1685000
2023-06-03,Sabtu,6,2023,3,1,0,66,1770000
2023-06-03,Sabtu,6,2023,4,1,0,122,1392000
2023-06-03,Sabtu,6,2023,5,1,0,70,1890000
2023-06-04,Minggu,6,2023,1,1,0,80,175000
2023-06-04,Minggu,6,2023,2,1,0,82,600000
2023-06-04,Minggu,6,2023,3,1,0,66,150000
2023-06-04,Minggu,6,2023,4,1,0,122,791000
2023-06-04,Minggu,6,2023,5,1,0,70,171000
2023-06-05,Senin,6,2023,1,0,0,80,1180000
2023-06-05,Rabu,6,2023,1,0,0,80,1205000
2023-06-05,Senin,6,2023,2,0,0,82,1700000
2023-06-05,Rabu,6,2023,2,0,0,82,1701000
2023-06-05,Senin,6,2023,3,0,0,66,1782000
2023-06-05,Rabu,6,2023,3,0,0,66,1764000
2023-06-05,Senin,6,2023,4,0,0,122,1896000
2023-06-05,Rabu,6,2023,4,0,0,122,1828000
2023-06-05,Senin,6,2023,5,0,0,70,1953000
2023-06-05,Rabu,6,2023,5,0,0,70,1959000
2023-06-06,Selasa,6,2023,1,0,0,80,1188000
2023-06-06,Selasa,6,2023,2,0,0,82,1740000
2023-06-06,Selasa,6,2023,3,0,0,66,1800000
2023-06-06,Selasa,6,2023,4,0,0,122,1838000
2023-06-06,Selasa,6,2023,5,0,0,70,1932000
2023-06-07,Rabu,6,2023,1,0,0,80,1186000
2023-06-07,Rabu,6,2023,2,0,0,82,1732000
2023-06-07,Rabu,6,2023,3,0,0,66,1732000
2023-06-07,Rabu,6,2023,4,0,0,122,1898000
2023-06-07,Rabu,6,2023,5,0,0,70,1952000
2023-06-09,Jumat,6,2023,1,0,0,80,1100000
2023-06-09,Jumat,6,2023,2,0,0,82,1740000
2023-06-09,Jumat,6,2023,3,0,0,66,1744000
2023-06-09,Jumat,6,2023,4,0,0,122,1802000
2023-06-09,Jumat,6,2023,5,0,0,70,1966000
2023-06-10,Sabtu,6,2023,1,1,0,80,860000
2023-06-10,Sabtu,6,2023,2,1,0,82,1715000
2023-06-10,Sabtu,6,2023,3,1,0,66,1782000
2023-06-10,Sabtu,6,2023,4,1,0,122,1483000
2023-06-10,Sabtu,6,2023,5,1,0,70,1871000
2023-06-11,Minggu,6,2023,1,1,0,80,200000
2023-06-11,Minggu,6,2023,2,1,0,82,615000
2023-06-11,Minggu,6,2023,3,1,0,66,204000
2023-06-11,Minggu,6,2023,4,1,0,122,838000
2023-06-11,Minggu,6,2023,5,1,0,70,166000
2023-06-12,Senin,6,2023,1,0,0,80,1182000
2023-06-12,Senin,6,2023,2,0,0,82,1735000
2023-06-12,Senin,6,2023,3,0,0,66,1788000
2023-06-12,Senin,6,2023,4,0,0,122,1872000
2023-06-12,Senin,6,2023,5,0,0,70,1952000
2023-06-13,Selasa,6,2023,1,0,0,80,1200000
2023-06-13,Selasa,6,2023,2,0,0,82,1730000
2023-06-13,Selasa,6,2023,3,0,0,66,1787000
2023-06-13,Selasa,6,2023,4,0,0,122,1917000
2023-06-13,Selasa,6,2023,5,0,0,70,1933000
2023-06-14,Rabu,6,2023,1,0,0,80,1190000
2023-06-14,Rabu,6,2023,2,0,0,82,1729000
2023-06-14,Rabu,6,2023,3,0,0,66,1764000
2023-06-14,Rabu,6,2023,4,0,0,122,1887000
2023-06-14,Rabu,6,2023,5,0,0,70,1939000
2023-06-15,Kamis,6,2023,1,0,0,80,1192000
2023-06-15,Kamis,6,2023,2,0,0,82,1732000
2023-06-15,Kamis,6,2023,3,0,0,66,1799000
2023-06-15,Kamis,6,2023,4,0,0,122,1911000
2023-06-15,Kamis,6,2023,5,0,0,70,1922000
2023-06-16,Jumat,6,2023,1,0,0,80,1158000
2023-06-16,Jumat,6,2023,2,0,0,82,1754000
2023-06-16,Jumat,6,2023,3,0,0,66,1803000
2023-06-16,Jumat,6,2023,4,0,0,122,1748000
2023-06-16,Jumat,6,2023,5,0,0,70,1966000
2023-06-17,Sabtu,6,2023,1,1,0,80,850000
2023-06-17,Sabtu,6,2023,2,1,0,82,1658000
2023-06-17,Sabtu,6,2023,3,1,0,66,1767000
2023-06-17,Sabtu,6,2023,4,1,0,122,1489000
2023-06-17,Sabtu,6,2023,5,1,0,70,1865000
2023-06-18,Minggu,6,2023,1,1,0,80,200000
2023-06-18,Minggu,6,2023,2,1,0,82,625000
2023-06-18,Minggu,6,2023,3,1,0,66,150000
2023-06-18,Minggu,6,2023,4,1,0,122,820000
2023-06-18,Minggu,6,2023,5,1,0,70,167000
2023-06-19,Senin,6,2023,1,0,0,80,1204000
2023-06-19,Senin,6,2023,2,0,0,82,1727000
2023-06-19,Senin,6,2023,3,0,0,66,1809000
2023-06-19,Senin,6,2023,4,0,0,122,1733000
2023-06-19,Senin,6,2023,5,0,0,70,1965000
2023-06-20,Selasa,6,2023,1,0,0,80,1180000
2023-06-20,Selasa,6,2023,2,0,0,82,1726000
2023-06-20,Selasa,6,2023,3,0,0,66,1807000
2023-06-20,Selasa,6,2023,4,0,0,122,1807000
2023-06-20,Selasa,6,2023,5,0,0,70,1936000
2023-06-21,Rabu,6,2023,1,0,0,80,1181000
2023-06-21,Rabu,6,2023,2,0,0,82,1721000
2023-06-21,Rabu,6,2023,3,0,0,66,1788000
2023-06-21,Rabu,6,2023,4,0,0,122,1876000
2023-06-21,Rabu,6,2023,5,0,0,70,1940000
2023-06-22,Kamis,6,2023,1,0,0,80,1197000
2023-06-22,Kamis,6,2023,2,0,0,82,1747000
2023-06-22,Kamis,6,2023,3,0,0,66,1813000
2023-06-22,Kamis,6,2023,4,0,0,122,1824000
2023-06-22,Kamis,6,2023,5,0,0,70,1940000
2023-06-23,Jumat,6,2023,1,0,0,80,1150000
2023-06-23,Jumat,6,2023,2,0,0,82,1742000
2023-06-23,Jumat,6,2023,3,0,0,66,1808000
2023-06-23,Jumat,6,2023,4,0,0,122,1800000
2023-06-23,Jumat,6,2023,5,0,0,70,1930000
2023-06-24,Sabtu,6,2023,1,1,0,80,850000
2023-06-24,Sabtu,6,2023,2,1,0,82,1697000
2023-06-24,Sabtu,6,2023,3,1,0,66,1773000
2023-06-24,Sabtu,6,2023,4,1,0,122,1453000
2023-06-24,Sabtu,6,2023,5,1,0,70,1890000
2023-06-25,Minggu,6,2023,1,1,0,80,175000
2023-06-25,Minggu,6,2023,2,1,0,82,610000
2023-06-25,Minggu,6,2023,3,1,0,66,179000
2023-06-25,Minggu,6,2023,4,1,0,122,820000
2023-06-25,Minggu,6,2023,5,1,0,70,166000
2023-06-26,Senin,6,2023,1,0,0,80,1217000
2023-06-26,Senin,6,2023,2,0,0,82,1722000
2023-06-26,Senin,6,2023,3,0,0,66,1786000
2023-06-26,Senin,6,2023,4,0,0,122,1843000
2023-06-26,Senin,6,2023,5,0,0,70,1953000
2023-06-27,Selasa,6,2023,1,0,0,80,1180000
2023-06-27,Selasa,6,2023,2,0,0,82,1683000
2023-06-27,Selasa,6,2023,3,0,0,66,1803000
2023-06-27,Selasa,6,2023,4,0,0,122,1815000
2023-06-27,Selasa,6,2023,5,0,0,70,1882000
2023-06-28,Rabu,6,2023,1,0,0,80,1100000
2023-06-28,Rabu,6,2023,2,0,0,82,1552000
2023-06-28,Rabu,6,2023,3,0,0,66,1707000
2023-06-28,Rabu,6,2023,4,0,0,122,1073000
2023-06-28,Rabu,6,2023,5,0,0,70,1867000
2023-06-29,Kamis,6,2023,1,0,0,80,0
2023-06-29,Kamis,6,2023,2,0,0,82,0
2023-06-29,Kamis,6,2023,3,0,0,66,0
2023-06-29,Kamis,6,2023,4,0,0,122,0
2023-06-29,Kamis,6,2023,5,0,0,70,0
2023-06-30,Jumat,6,2023,1,0,0,80,960000
2023-06-30,Jumat,6,2023,2,0,0,82,1472000
2023-06-30,Jumat,6,2023,3,0,0,66,1476000
2023-06-30,Jumat,6,2023,4,0,0,122,832000
2023-06-30,Jumat,6,2023,5,0,0,70,1817000
2023-07-01,Sabtu,7,2023,1,1,0,80,760000
2023-07-01,Sabtu,7,2023,2,1,0,82,1580000
2023-07-01,Sabtu,7,2023,3,1,0,66,1774000
2023-07-01,Sabtu,7,2023,4,1,0,122,1240000
2023-07-01,Sabtu,7,2023,5,1,0,70,1877000
2023-07-02,Minggu,7,2023,1,1,0,80,175000
2023-07-02,Minggu,7,2023,2,1,0,82,610000
2023-07-02,Minggu,7,2023,3,1,0,66,150000
2023-07-02,Minggu,7,2023,4,1,0,122,663000
2023-07-02,Minggu,7,2023,5,1,0,70,183000
2023-07-03,Senin,7,2023,1,0,0,80,1210000
2023-07-03,Senin,7,2023,2,0,0,82,1652000
2023-07-03,Senin,7,2023,3,0,0,66,1750000
2023-07-03,Senin,7,2023,4,0,0,122,1832000
2023-07-03,Senin,7,2023,5,0,0,70,1986000
2023-07-04,Selasa,7,2023,1,0,0,80,1200000
2023-07-04,Selasa,7,2023,2,0,0,82,1700000
2023-07-04,Selasa,7,2023,3,0,0,66,1825000
2023-07-04,Selasa,7,2023,4,0,0,122,1803000
2023-07-04,Selasa,7,2023,5,0,0,70,1942000
2023-07-06,Kamis,7,2023,1,0,0,80,1210000
2023-07-06,Kamis,7,2023,2,0,0,82,1682000
2023-07-06,Kamis,7,2023,3,0,0,66,1792000
2023-07-06,Kamis,7,2023,4,0,0,122,1813000
2023-07-06,Kamis,7,2023,5,0,0,70,1934000
2023-07-07,Jumat,7,2023,1,0,0,80,1220000
2023-07-07,Jumat,7,2023,2,0,0,82,1700000
2023-07-07,Jumat,7,2023,3,0,0,66,1751000
2023-07-07,Jumat,7,2023,4,0,0,122,1703000
2023-07-07,Jumat,7,2023,5,0,0,70,1952000
2023-07-08,Sabtu,7,2023,1,1,0,80,880000
2023-07-08,Sabtu,7,2023,2,1,0,82,1662000
2023-07-08,Sabtu,7,2023,3,1,0,66,1780000
2023-07-08,Sabtu,7,2023,4,1,0,122,1464000
2023-07-08,Sabtu,7,2023,5,1,0,70,1892000
2023-07-09,Minggu,7,2023,1,1,0,80,200000
2023-07-09,Minggu,7,2023,2,1,0,82,607000
2023-07-09,Minggu,7,2023,3,1,0,66,204000
2023-07-09,Minggu,7,2023,4,1,0,122,820000
2023-07-09,Minggu,7,2023,5,1,0,70,166000
2023-07-10,Senin,7,2023,1,0,0,80,1297000
2023-07-10,Senin,7,2023,2,0,0,82,1687000
2023-07-10,Senin,7,2023,3,0,0,66,1742000
2023-07-10,Senin,7,2023,4,0,0,122,1838000
2023-07-10,Senin,7,2023,5,0,0,70,1937000
2023-07-11,Selasa,7,2023,1,0,0,80,1299000
2023-07-11,Selasa,7,2023,2,0,0,82,1695000
2023-07-11,Selasa,7,2023,3,0,0,66,1753000
2023-07-11,Selasa,7,2023,4,0,0,122,1811000
2023-07-11,Selasa,7,2023,5,0,0,70,1947000
2023-07-12,Rabu,7,2023,1,0,0,80,1204000
2023-07-12,Rabu,7,2023,2,0,0,82,1710000
2023-07-12,Rabu,7,2023,3,0,0,66,1713000
2023-07-12,Rabu,7,2023,4,0,0,122,1820000
2023-07-12,Rabu,7,2023,5,0,0,70,1962000
2023-07-13,Kamis,7,2023,1,0,0,80,1230000
2023-07-13,Kamis,7,2023,2,0,0,82,1708000
2023-07-13,Kamis,7,2023,3,0,0,66,1806000
2023-07-13,Kamis,7,2023,4,0,0,122,1790000
2023-07-13,Kamis,7,2023,5,0,0,70,1956000
2023-07-14,Jumat,7,2023,1,0,0,80,1225000
2023-07-14,Jumat,7,2023,2,0,0,82,1705000
2023-07-14,Jumat,7,2023,3,0,0,66,1785000
2023-07-14,Jumat,7,2023,4,0,0,122,1777000
2023-07-14,Jumat,7,2023,5,0,0,70,1967000
2023-07-15,Sabtu,7,2023,1,1,0,80,870000
2023-07-15,Sabtu,7,2023,2,1,0,82,1710000
2023-07-15,Sabtu,7,2023,3,1,0,66,1772000
2023-07-15,Sabtu,7,2023,4,1,0,122,1480000
2023-07-15,Sabtu,7,2023,5,1,0,70,1910000
2023-07-16,Minggu,7,2023,1,1,0,80,206000
2023-07-16,Minggu,7,2023,2,1,0,82,628000
2023-07-16,Minggu,7,2023,3,1,0,66,150000
2023-07-16,Minggu,7,2023,4,1,0,122,885000
2023-07-16,Minggu,7,2023,5,1,0,70,172000
2023-07-17,Senin,7,2023,1,0,0,80,1210000
2023-07-17,Senin,7,2023,2,0,0,82,1831000
2023-07-17,Senin,7,2023,3,0,0,66,1758000
2023-07-17,Senin,7,2023,4,0,0,122,1924000
2023-07-17,Senin,7,2023,5,0,0,70,1999000
2023-07-18,Selasa,7,2023,1,0,0,80,1140000
2023-07-18,Selasa,7,2023,2,0,0,82,1845000
2023-07-18,Selasa,7,2023,3,0,0,66,1869000
2023-07-18,Selasa,7,2023,4,0,0,122,1941000
2023-07-18,Selasa,7,2023,5,0,0,70,2005000
2023-07-19,Rabu,7,2023,1,0,0,80,670000
2023-07-19,Rabu,7,2023,2,0,0,82,1234000
2023-07-19,Rabu,7,2023,3,0,0,66,1592000
2023-07-19,Rabu,7,2023,4,0,0,122,860000
2023-07-19,Rabu,7,2023,5,0,0,70,1247000
2023-07-20,Kamis,7,2023,1,0,0,80,1220000
2023-07-20,Kamis,7,2023,2,0,0,82,1845000
2023-07-20,Kamis,7,2023,3,0,0,66,1868000
2023-07-20,Kamis,7,2023,4,0,0,122,1920000
2023-07-20,Kamis,7,2023,5,0,0,70,1960000
2023-07-21,Jumat,7,2023,1,0,0,80,1190000
2023-07-21,Jumat,7,2023,2,0,0,82,1900000
2023-07-21,Jumat,7,2023,3,0,0,66,1818000
2023-07-21,Jumat,7,2023,4,0,0,122,1868000
2023-07-21,Jumat,7,2023,5,0,0,70,2016000
2023-07-22,Sabru,7,2023,1,0,0,80,850000
2023-07-22,Sabru,7,2023,2,0,0,82,1870000
2023-07-22,Sabru,7,2023,3,0,0,66,1885000
2023-07-22,Sabru,7,2023,4,0,0,122,1611000
2023-07-22,Sabru,7,2023,5,0,0,70,1982000
2023-07-23,Minggu,7,2023,1,1,0,80,210000
2023-07-23,Minggu,7,2023,2,1,0,82,625000
2023-07-23,Minggu,7,2023,3,1,0,66,204000
2023-07-23,Minggu,7,2023,4,1,0,122,820000
2023-07-23,Minggu,7,2023,5,1,0,70,166000
2023-07-24,Senin,7,2023,1,0,0,80,1240000
2023-07-24,Senin,7,2023,2,0,0,82,1880000
2023-07-24,Senin,7,2023,3,0,0,66,1840000
2023-07-24,Senin,7,2023,4,0,0,122,1978000
2023-07-24,Senin,7,2023,5,0,0,70,1992000
2023-07-25,Selasa,7,2023,1,0,0,80,1244000
2023-07-25,Selasa,7,2023,2,0,0,82,1862000
2023-07-25,Selasa,7,2023,3,0,0,66,1872000
2023-07-25,Selasa,7,2023,4,0,0,122,1958000
2023-07-25,Selasa,7,2023,5,0,0,70,1970000
2023-07-26,Rabu,7,2023,1,0,0,80,1240000
2023-07-26,Rabu,7,2023,2,0,0,82,1881000
2023-07-26,Rabu,7,2023,3,0,0,66,1844000
2023-07-26,Rabu,7,2023,4,0,0,122,1978000
2023-07-26,Rabu,7,2023,5,0,0,70,1977000
2023-07-27,Kamis,7,2023,1,0,0,80,1173000
2023-07-27,Kamis,7,2023,2,0,0,82,1923000
2023-07-27,Kamis,7,2023,3,0,0,66,1913000
2023-07-27,Kamis,7,2023,4,0,0,122,1945000
2023-07-27,Kamis,7,2023,5,0,0,70,1994000
2023-07-28,Jumat,7,2023,1,0,0,80,1200000
2023-07-28,Jumat,7,2023,2,0,0,82,1925000
2023-07-28,Jumat,7,2023,3,0,0,66,1855000
2023-07-28,Jumat,7,2023,4,0,0,122,1878000
2023-07-28,Jumat,7,2023,5,0,0,70,2015000
2023-07-29,Sabru,7,2023,1,0,0,80,870000
2023-07-29,Sabru,7,2023,2,0,0,82,1895000
2023-07-29,Sabru,7,2023,3,0,0,66,1915000
2023-07-29,Sabru,7,2023,4,0,0,122,1562000
2023-07-29,Sabru,7,2023,5,0,0,70,1998000
2023-07-30,Minggu,7,2023,1,1,0,80,210000
2023-07-30,Minggu,7,2023,2,1,0,82,635000
2023-07-30,Minggu,7,2023,3,1,0,66,150000
2023-07-30,Minggu,7,2023,4,1,0,122,873000
2023-07-30,Minggu,7,2023,5,1,0,70,167000
2023-07-31,Senin,7,2023,1,0,0,80,1280000
2023-07-31,Senin,7,2023,2,0,0,82,1921000
2023-07-31,Senin,7,2023,3,0,0,66,1882000
2023-07-31,Senin,7,2023,4,0,0,122,1885000
2023-07-31,Senin,7,2023,5,0,0,70,2027000
2023-08-01,Selasa,8,2023,1,0,0,80,1322000
2023-08-01,Selasa,8,2023,2,0,0,82,1887000
2023-08-01,Selasa,8,2023,3,0,0,66,1912000
2023-08-01,Selasa,8,2023,4,0,0,122,1944000
2023-08-01,Selasa,8,2023,5,0,0,70,1984000
2023-08-02,Rabu,8,2023,1,0,0,80,1350000
2023-08-02,Rabu,8,2023,2,0,0,82,1902000
2023-08-02,Rabu,8,2023,3,0,0,66,1878000
2023-08-02,Rabu,8,2023,4,0,0,122,1913000
2023-08-02,Rabu,8,2023,5,0,0,70,2025000
2023-08-03,Kamis,8,2023,1,0,0,80,1344000
2023-08-03,Kamis,8,2023,2,0,0,82,1912000
2023-08-03,Kamis,8,2023,3,0,0,66,1925000
2023-08-03,Kamis,8,2023,4,0,0,122,1963000
2023-08-03,Kamis,8,2023,5,0,0,70,1963000
2023-08-04,Jumat,8,2023,1,0,0,80,1330000
2023-08-04,Jumat,8,2023,2,0,0,82,1937000
2023-08-04,Jumat,8,2023,3,0,0,66,1866000
2023-08-04,Jumat,8,2023,4,0,0,122,1783000
2023-08-04,Jumat,8,2023,5,0,0,70,2025000
2023-08-05,Sabru,8,2023,1,0,0,80,940000
2023-08-05,Sabru,8,2023,2,0,0,82,1855000
2023-08-05,Sabru,8,2023,3,0,0,66,1883000
2023-08-05,Sabru,8,2023,4,0,0,122,1576000
2023-08-05,Sabru,8,2023,5,0,0,70,1947000
2023-08-06,Minggu,8,2023,1,1,0,80,220000
2023-08-06,Minggu,8,2023,2,1,0,82,640000
2023-08-06,Minggu,8,2023,3,1,0,66,204000
2023-08-06,Minggu,8,2023,4,1,0,122,851000
2023-08-06,Minggu,8,2023,5,1,0,70,166000
2023-08-07,Senin,8,2023,1,0,0,80,1280000
2023-08-07,Senin,8,2023,2,0,0,82,1924000
2023-08-07,Senin,8,2023,3,0,0,66,1908000
2023-08-07,Senin,8,2023,4,0,0,122,1956000
2023-08-07,Senin,8,2023,5,0,0,70,2024000
2023-08-08,Selasa,8,2023,1,0,0,80,1274000
2023-08-08,Selasa,8,2023,2,0,0,82,1911000
2023-08-08,Selasa,8,2023,3,0,0,66,1928000
2023-08-08,Selasa,8,2023,4,0,0,122,1990000
2023-08-08,Selasa,8,2023,5,0,0,70,2004000
2023-08-09,Rabu,8,2023,1,0,0,80,1297000
2023-08-09,Rabu,8,2023,2,0,0,82,1930000
2023-08-09,Rabu,8,2023,3,0,0,66,1909000
2023-08-09,Rabu,8,2023,4,0,0,122,1980000
2023-08-09,Rabu,8,2023,5,0,0,70,2013000
2023-08-10,Kamis,8,2023,1,0,0,80,1230000
2023-08-10,Kamis,8,2023,2,0,0,82,1927000
2023-08-10,Kamis,8,2023,3,0,0,66,1941000
2023-08-10,Kamis,8,2023,4,0,0,122,1995000
2023-08-10,Kamis,8,2023,5,0,0,70,1998000
2023-08-11,Jumat,8,2023,1,0,0,80,1305000
